Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
THE 101,0,699.0,2936.0,4.2,189703,0,0, Downtown Core,7,57.0,2.0,1597.0,1787.0,353.0,0.3317807015465686
THE ABERDEEN,0,6529.0,18179.0,2.78,329023,1,1, Kallang,12,46.0,132.0,1325.0,1420.0,450.0,0.7608505856104494
THE ABODE AT DEVONSHIRE,0,1141.0,3202.0,2.81,239895,0,1, River Valley,9,41.0,26.0,1927.0,1927.0,924.0,0.3293280883953501
THE ACACIAS,0,4448.0,6227.0,1.4,358246,0,1, Serangoon,13,34.0,65.0,1235.0,1359.0,555.0,0.6315397122792561
THE ADARA,0,1030.0,1421.0,1.38,429515,0,1, Marine Parade,15,33.0,16.0,1752.0,1752.0,595.0,1.566343484924344
THE ADDITION,0,898.0,1886.0,2.1,358461,0,1, Toa Payoh,13,23.0,26.0,1918.0,1918.0,1516.0,0.2143730825107621
THE ALPS RESIDENCES,0,15660.0,43849.0,2.8,528533,1,0, Tampines,18,24.0,626.0,1354.0,1699.0,971.0,1.459825617760689
THE AMARELLE,0,3546.0,4965.0,1.4,438128,0,1, Geylang,15,34.0,6.0,1500.0,1533.0,800.0,0.5303190579503682
THE AMBRA,0,1746.0,2444.0,1.4,426117,0,1, Bedok,15,33.0,25.0,1342.0,1422.0,570.0,0.4602933351999119
THE AMBROSIA,0,3234.0,4532.0,1.4,425261,0,1, Bedok,15,33.0,39.0,1500.0,1548.0,800.0,1.255416002166159
THE AMERY,0,6939.0,9715.0,1.4,425612,1,1, Marine Parade,15,33.0,78.0,1597.0,1597.0,727.0,1.025182193475328
THE AMSTON,0,4061.0,7796.0,1.92,669596,0,0, Bukit Batok,23,45.0,52.0,1323.0,1394.0,378.0,0.976845906559526
THE ANCHORAGE,0,55963.0,158238.0,2.83,159954,1,1, Queenstown,3,46.0,775.0,1688.0,1924.0,383.0,0.5768143706856547
THE ANSLEY,0,4381.0,12204.0,2.79,308214,1,1, Novena,11,39.0,1.0,1528.0,1562.0,622.0,0.6398290556239182
THE ARC AT DRAYCOTT,0,2534.0,7096.0,2.8,259420,0,1, Newton,10,35.0,58.0,2666.0,3000.0,1552.0,0.6008091585157519
THE ARCADIA,0,37804.0,60487.0,1.6,289843,1,0, Bukit Timah,11,60.0,164.0,1162.0,1333.0,280.0,0.941843359538333
THE ARIEL,0,1194.0,1671.0,1.4,426536,0,1, Geylang,15,32.0,2.0,1394.0,1394.0,772.0,0.429515977053986
THE ARMADALE,0,3013.0,4219.0,1.4,309104,0,1, Novena,11,42.0,43.0,1616.0,1818.0,618.0,0.4468971404820212
THE ARRIS,0,2167.0,6078.0,2.81,88271,0,1, Outram,2,41.0,63.0,1984.0,2126.0,691.0,0.7190341354331551
THE ARTE,0,16616.0,46525.0,2.8,329215,1,1, Novena,12,33.0,336.0,1671.0,1735.0,758.0,0.7625797628220059
THE ASANA,0,1225.0,1715.0,1.4,266745,0,1, Bukit Timah,10,26.0,48.0,2712.0,2805.0,2049.0,0.4361022725674865
THE ASTON,0,2402.0,6727.0,2.8,248973,0,1, Tanglin,10,41.0,8.0,1827.0,1858.0,460.0,0.9331901937482027
The Atelier,0,11643.0,32601.0,2.8,228599,0,1, NOVENA,9,39.48150357995227,12.0,2701.0,3040.0,2494.0,0.3996857520536388
THE ATRIA AT MEYER,0,12065.0,33781.0,2.8,437885,1,1, Marine Parade,15,47.0,158.0,2023.0,2075.0,604.0,1.28621543739236
THE AVENIR,0,11924.0,50404.0,2.8,238432,1,1, River Valley,9,39.48150357995227,376.0,3220.0,3564.0,2734.0,0.6733214589349396
THE AXIS,0,1395.0,3907.0,2.8,308227,0,1, Novena,11,34.0,52.0,1455.0,1795.0,679.0,0.8251179288676833
THE AZURE,0,10928.0,21200.0,1.94,98583,1,0, Southern Islands,4,35.0,116.0,1790.0,2400.0,872.0,0.7190341354331551
THE AZZURO,0,873.0,1181.0,1.35,426140,0,1, Bedok,15,32.0,15.0,1350.0,1350.0,589.0,0.434854956043806
THE BALE,0,2788.0,3903.0,1.4,425991,0,1, Bedok,15,35.0,36.0,1375.0,1375.0,500.0,0.6273109660246907
THE BALMORAL,0,23249.0,37198.0,1.6,259846,1,1, Tanglin,10,57.0,81.0,1949.0,1949.0,223.0,0.5482808948222387
THE BALMORAL SPRING,0,2145.0,3430.0,1.6,259888,0,1, Newton,10,43.0,27.0,1548.0,1742.0,818.0,0.539089942037824
THE BAYCOURT,0,7840.0,11301.0,1.44,466507,1,1, Bedok,16,49.0,56.0,1388.0,1388.0,400.0,1.381245023735011
THE BAYSHORE,0,38510.0,115530.0,3.0,469970,1,0, Bedok,16,47.0,138.0,1163.0,1361.0,357.0,1.60487921457508
THE BEACON,0,3742.0,13099.0,3.5,89775,0,0, Bukit Merah,2,35.0,124.0,1624.0,1670.0,510.0,0.7190341354331551
THE BEACON EDGE,0,1777.0,2488.0,1.4,423728,0,1, Marine Parade,15,34.0,32.0,1722.0,1755.0,660.0,1.418668135031313
THE BEAUMONT,0,6946.0,19442.0,2.8,239893,1,1, River Valley,9,58.0,64.0,1953.0,2323.0,572.0,0.3342500360884899
THE BECCAGAYLE,0,1157.0,1620.0,1.4,425142,0,1, Bedok,15,38.0,12.0,1113.0,1113.0,523.0,1.320890716966476
THE BELLEFORTE,0,3158.0,8843.0,2.8,329973,0,1, Novena,12,40.0,74.0,1409.0,1409.0,422.0,0.6843367846370702
THE BELMONT,0,3071.0,4309.0,1.4,269852,0,1, Bukit Timah,10,39.48150357995227,1.0,1935.0,1935.0,606.0,0.3068560275196339
THE BELVEDERE,0,7551.0,21144.0,2.8,437874,1,1, Marine Parade,15,36.0,167.0,2066.0,2177.0,597.0,1.165951854353894
THE BENCOOLEN,0,6258.0,26285.0,4.2,189646,0,0, Rochor,7,44.0,182.0,1450.0,1651.0,441.0,0.2713679856709444
THE BERTH BY THE COVE,0,16175.0,30900.0,1.91,98616,1,0, Southern Islands,4,37.0,2.0,1619.0,2200.0,680.0,0.7190341354331551
THE BEVERLY,0,11431.0,15991.0,1.4,596720,0,1, Bukit Timah,21,31.0,118.0,1104.0,1541.0,652.0,0.9640928427881793
THE BLISS,0,223.0,779.0,3.5,218586,0,1, Rochor,8,30.0,7.0,1356.0,1386.0,1274.0,0.3709903847452616
THE BLOSSOMVALE,0,13836.0,27672.0,2.0,589473,1,0, Bukit Timah,21,45.0,22.0,1926.0,2081.0,493.0,0.1621146688899727
THE BOTANIC ON LLOYD,0,9283.0,13113.0,1.41,239101,1,1, River Valley,9,37.0,66.0,1919.0,2250.0,721.0,0.3866512092384558
THE BOULEVARD RESIDENCE,0,2003.0,5608.0,2.8,249691,0,1, River Valley,10,38.0,46.0,2728.0,4242.0,1391.0,0.3859309846254486
THE BOUTIQ,0,3223.0,9086.0,2.82,239565,0,1, River Valley,9,29.0,13.0,1578.0,2615.0,1134.0,0.4094506955463368
THE BROOKS I,0,3309.0,4632.0,1.4,786020,0,1, Yishun,26,27.0,33.0,1510.0,1562.0,1060.0,0.7550844803862885
THE BROOKS II,0,3022.0,4230.0,1.4,786015,0,1, Yishun,26,27.0,28.0,1528.0,1528.0,1085.0,0.6481040788125468
THE CALLISTA,0,3610.0,10107.0,2.8,328702,0,0, Kallang,12,38.0,87.0,1161.0,1213.0,446.0,0.8150407083584204
THE CALROSE,0,34345.0,48084.0,1.4,787066,1,1, Ang Mo Kio,26,36.0,421.0,1517.0,1688.0,384.0,0.2452161592300112
THE CALYPSO,0,1791.0,2507.0,1.4,465540,0,1, Bedok,16,38.0,3.0,1327.0,1505.0,514.0,1.390656501369528
THE CAPE,0,1889.0,5398.0,2.86,439872,0,1, Marine Parade,15,29.0,76.0,2057.0,2265.0,1504.0,1.648548726205567
THE CAPRI,0,1203.0,1683.0,1.4,257864,0,1, Tanglin,10,45.0,18.0,1716.0,1716.0,409.0,0.1910489493281403
THE CARPMAELINA,0,4321.0,6050.0,1.4,429974,1,1, Geylang,15,38.0,52.0,1327.0,1327.0,379.0,0.8248372746472943
THE CASCADIA,0,27281.0,56048.0,2.05,589624,1,1, Bukit Timah,21,33.0,536.0,1863.0,2191.0,752.0,0.4873825985442152
THE CASSANDRA,0,1936.0,2711.0,1.4,118549,0,1, Queenstown,5,38.0,2.0,1170.0,1238.0,366.0,0.2157309793173005
THE CENTREPOINT,0,8472.0,41512.0,4.9,238844,0,0, Orchard,9,60.0,124.71927846674183,2714.0,2869.0,2557.0,0.20563476259451
THE CENTRIO,0,1701.0,4762.0,2.8,329552,0,1, Novena,12,34.0,53.0,1620.0,1728.0,892.0,0.5995454991140067
THE CENTRIS,0,33524.0,70400.0,2.1,648332,0,0, Jurong West,22,34.0,61.0,1225.0,1409.0,315.0,0.0812035053579355
THE CHUAN,0,6716.0,14103.0,2.1,556820,1,0, Serangoon,19,36.0,16.0,1748.0,1887.0,622.0,0.4538176088735938
THE CITRINE,0,2147.0,6013.0,2.8,329415,0,1, Novena,12,35.0,54.0,1409.0,1447.0,520.0,0.7498053513709168
THE CITRON RESIDENCES,0,1701.0,348.0,0.2,208380,0,1, Kallang,8,26.0,54.0,1762.0,1884.0,1373.0,0.3386065562452542
THE CLAYMORE,0,22853.0,64020.0,2.8,229543,1,1, Newton,9,58.0,146.0,3220.0,3456.0,865.0,0.4487557904539847
THE CLEARWATER,0,27403.0,58089.0,2.12,479232,1,0, Bedok,16,42.0,42.0,1174.0,1310.0,318.0,0.2844070293506266
THE CLEMENT CANOPY,0,13038.0,282490.0,21.67,129960,1,0, Clementi,5,24.0,55.0,1753.0,1971.0,1187.0,0.9183817637761535
THE CLIFT,0,1819.0,20378.0,11.2,69047,0,0, Downtown Core,1,32.0,312.0,1890.0,3085.0,1019.0,0.7190341354331551
THE COAST AT SENTOSA COVE,0,25685.0,51900.0,2.02,98449,1,0, Southern Islands,4,34.0,249.0,1725.0,2600.0,1109.0,0.7190341354331551
The Commodore,0,9256.203754831584,21270.96451425247,2.2073144876325084,769304,1,0, Sembawang,27,39.48150357995227,219.0,1483.0,1670.0,1289.0,0.3027323006221613
THE CORNWALL,0,9942.0,13919.0,1.4,269632,1,1, Bukit Timah,10,38.0,99.0,1958.0,2224.0,652.0,0.4939106922380071
THE COSMOPOLITAN,0,9510.0,26627.0,2.8,239471,1,1, Singapore River,9,35.0,228.0,2489.0,2644.0,963.0,0.8921464706664168
THE COTZ,0,1521.0,2130.0,1.4,423824,0,1, Bedok,15,33.0,48.0,1263.0,1514.0,801.0,0.885403448459062
THE COURTYARD,0,2540.0,3556.0,1.4,547822,0,1, Hougang,19,48.0,27.0,1263.0,1263.0,407.0,0.4155094621753741
THE CREST,0,23785.0,49949.0,2.1,159017,1,0, Bukit Merah,3,26.0,469.0,1935.0,2323.0,1425.0,0.5300816515536118
THE CRISTALLO,0,3227.0,2255.0,0.7,425687,0,1, Bedok,15,28.0,74.0,1449.0,1634.0,851.0,0.9449605014013561
THE DAFFODIL,0,3863.0,5406.0,1.4,466584,0,1, Bedok,16,45.0,65.0,1335.0,1379.0,428.0,1.243783903614081
THE DAIRY FARM,0,64660.0,136633.0,2.11,679035,1,1, Bukit Panjang,23,54.0,477.0,1473.0,1639.0,352.0,0.2366412268348065
THE DOMAIN,0,1980.0,5940.0,3.0,459108,0,1, Bedok,15,48.0,12.0,1093.0,1093.0,363.0,1.461352333227005
THE DRAYCOTT,0,14974.0,31440.0,2.1,259388,0,1, Newton,10,63.0,132.0,1976.0,2275.0,607.0,0.7388223653780072
THE EASTSIDE,0,2377.0,3328.0,1.4,427693,0,1, Marine Parade,15,37.0,32.0,1891.0,1891.0,426.0,1.590296427159252
THE EDGE ON CAIRNHILL,0,4301.0,12050.0,2.8,229717,1,1, Newton,9,41.0,46.0,2332.0,2348.0,1040.0,0.399457934098271
THE EDGEWATER,0,4270.0,5982.0,1.4,509504,1,1, Pasir Ris,17,40.0,53.0,934.0,1072.0,303.0,1.895591062434101
THE ELYSIA,0,1576.0,4415.0,2.8,328688,0,0, Kallang,12,38.0,4.0,1145.0,1145.0,393.0,0.8017409646267385
THE EQUATORIAL,0,7458.0,15716.0,2.11,257872,1,1, Tanglin,10,42.0,95.0,2005.0,2184.0,678.0,0.1377798022695307
THE ESPIRA,0,2704.0,3785.0,1.4,425563,0,1, Bedok,15,34.0,4.0,1363.0,1375.0,693.0,1.011545672059072
THE ESSENCE,0,9256.203754831584,21270.96451425247,2.2073144876325084,779830,0,0, Yishun,26,39.48150357995227,84.0,1078.0,1505.0,1078.0,0.5974473667483593
THE ESTA,0,17241.0,48286.0,2.8,439966,1,1, Marine Parade,15,35.0,4.0,2033.0,2206.0,563.0,1.433569167032666
THE ESTIVA,0,2354.0,3296.0,1.4,117482,0,1, Queenstown,5,35.0,33.0,1355.0,1460.0,495.0,0.7035104248834578
THE ESTUARY,0,26949.0,56860.0,2.11,769132,1,0, Yishun,27,30.0,68.0,1131.0,1386.0,620.0,0.7041887806338569
THE FERNHILL,0,2710.0,3794.0,1.4,259049,0,1, Tanglin,10,34.0,25.0,1711.0,2284.0,1180.0,0.6353870822609977
THE FLORENCE RESIDENCES,0,36161.0,101244.0,2.2073144876325084,533752,0,0, Hougang,19,39.48150357995227,141.0,1760.0,2106.0,1218.0,0.7778168438387433
THE FLORENTINE,0,36161.0,101244.0,1.4,549555,0,0, Hougang,19,32.0,34.0,1205.0,1305.0,603.0,0.692157000924501
THE FOLIAGE,0,5805.0,8128.0,1.4,118707,1,1, Queenstown,5,35.0,88.0,1392.0,1470.0,362.0,1.16057102968926
THE GALE,0,21763.0,30549.0,1.4,506911,1,1, Pasir Ris,17,30.0,329.0,1098.0,1166.0,518.0,1.395537869494512
THE GARDEN RESIDENCES,0,14605.0,40894.0,2.8,554343,0,0, Serangoon,19,22.0,613.0,1790.0,1889.0,1281.0,1.762066874687408
THE GARDENS AT BISHAN,0,34943.0,87343.0,2.5,575574,1,0, Bishan,20,39.0,756.0,1427.0,1598.0,318.0,0.09270461187216715
THE GAZANIA,0,13568.0,18995.0,1.4,538527,1,1, Serangoon,19,21.0,25.0,2256.0,2606.0,1799.0,0.2435144298548574
THE GERANIUM,0,4011.0,5616.0,1.4,424968,1,1, Geylang,15,37.0,62.0,1286.0,1394.0,445.0,0.7830865489391403
THE GLACIER,0,2438.0,3415.0,1.4,427941,0,1, Bedok,15,39.0,3.0,1342.0,1342.0,381.0,0.7411863833928144
THE GLADES,0,31882.0,51011.0,1.6,465407,1,0, Bedok,16,27.0,726.0,1557.0,1792.0,1055.0,0.2246810305975403
THE GLYNDEBOURNE,0,15864.0,22210.0,1.4,297722,1,1, Novena,11,30.0,15.0,2042.0,2370.0,1414.0,0.3611656838313175
THE GRANDHILL,0,4187.0,5860.0,1.4,118860,1,1, Queenstown,5,37.0,53.0,1233.0,1509.0,399.0,0.3549759509081577
THE GRANDIFLORA,0,1349.0,1888.0,1.4,425554,0,1, Bedok,15,39.0,18.0,1016.0,1082.0,444.0,0.9301120377882676
THE GRANGE,0,9090.0,19299.0,2.12,249631,1,1, River Valley,10,35.0,95.0,2832.0,2832.0,1345.0,0.9810382619700992
THE GREENWICH,0,21000.0,29400.0,1.4,807012,1,0, Serangoon,28,29.0,319.0,1164.0,1521.0,812.0,0.9345526124198584
THE HACIENDA,0,20532.0,28744.0,1.4,457908,1,1, Bedok,15,57.0,19.0,1526.0,1672.0,328.0,1.196006906765653
THE HERMITAGE,0,1825.0,2946.0,1.61,258117,0,1, Newton,10,44.0,32.0,2058.0,2058.0,508.0,0.2804395690914405
THE HILLFORD,0,10171.0,14240.0,1.4,596150,0,0, Bukit Timah,21,27.0,281.0,1314.0,1456.0,972.0,0.764049895947863
THE HILLIER,0,14294.0,40025.0,2.8,667978,0,0, Bukit Batok,23,27.0,528.0,1507.0,1779.0,1087.0,0.3611736217679621
THE HILLSIDE,0,26990.0,37638.0,1.39,588195,1,1, Bukit Batok,21,42.0,34.0,1474.0,1488.0,275.0,0.2794042908556998
THE HOLLAND COLLECTION,0,3319.0,4647.0,1.4,258859,0,1, Tanglin,10,32.0,26.0,2164.0,2218.0,1386.0,0.9596231584284699
THE HORIZON,0,5107.0,14312.0,2.8,249441,1,1, Tanglin,10,42.0,8.0,2050.0,2050.0,675.0,0.92543534183602
THE HUNTINGTON,0,1804.0,5037.0,2.79,308095,0,1, Novena,11,43.0,42.0,1895.0,1983.0,678.0,0.2464675119976753
THE HYDE,0,2806.0,4489.0,1.6,259796,1,1, Tanglin,10,21.0,117.0,2990.0,3378.0,2584.0,0.8009689842174654
THE IMPERIAL,0,10378.0,29058.0,2.8,239616,1,1, Museum,9,37.0,187.0,2327.0,2400.0,692.0,0.3598644217334542
THE INFINITI,0,22966.0,36746.0,1.6,127712,1,1, Clementi,5,35.0,315.0,1316.0,1470.0,476.0,1.248874997778157
THE INFLORA,0,21702.0,30383.0,1.4,506846,1,0, Pasir Ris,17,27.0,396.0,1224.0,1404.0,695.0,1.327794155334633
THE INSPIRA,0,4472.0,12522.0,2.8,239949,1,1, River Valley,9,34.0,12.0,2297.0,2456.0,947.0,0.6020291307443661
THE INTERLACE,0,80762.0,169637.0,2.1,109684,1,0, Bukit Merah,4,30.0,14.0,1385.0,1759.0,618.0,1.097380602994235
THE INTERWEAVE,0,3023.0,8465.0,2.8,328805,0,1, Novena,12,29.0,169.0,1631.0,1852.0,1167.0,1.019070981758607
THE IVERIA,0,1354.0,3793.0,2.8,239320,0,1, River Valley,9,39.48150357995227,12.0,2530.0,2698.0,2420.0,0.5560018194163303
THE JADE,0,8708.0,30479.0,3.5,658074,1,0, Bukit Batok,23,39.0,28.0,1190.0,1235.0,335.0,0.07334167919303744
THE JOVELL,0,22554.0,31575.0,1.4,506760,1,0, Pasir Ris,17,21.0,428.0,1528.0,1648.0,1121.0,1.337247205392557
THE LADYHILL,0,9447.0,13225.0,1.4,258670,1,1, Tanglin,10,41.0,55.0,2127.0,2839.0,1139.0,1.075329487206118
THE LAKEFRONT RESIDENCES,0,16117.0,56411.0,3.5,648305,1,0, Jurong West,22,29.0,629.0,1405.0,1660.0,624.0,0.2568554011567761
THE LAKESHORE,0,26990.0,95012.0,3.52,649411,1,0, Jurong West,22,35.0,848.0,1210.0,1357.0,424.0,0.3206712931931375
THE LANAI,0,10614.0,20379.0,1.92,669600,1,0, Bukit Batok,23,29.0,214.0,1487.0,1665.0,1170.0,0.8876820814735675
The Landmark,0,5651.0,22681.0,2.2073144876325084,169878,1,0, Outram,3,39.48150357995227,396.0,2491.0,2847.0,1905.0,0.4739358613317808
THE LAURELS,0,7251.0,19791.0,2.73,229658,1,1, Newton,9,30.0,229.0,2654.0,3499.0,1817.0,0.5341760243543332
THE LEGACY,0,1153.0,1845.0,1.6,259750,0,1, Tanglin,10,44.0,17.0,1829.0,1829.0,596.0,0.3917069093192922
THE LEGEND,0,8314.0,17476.0,2.1,259725,1,1, Tanglin,10,47.0,98.0,1731.0,1849.0,587.0,0.4227653579135833
THE LEVELZ,0,7187.0,11499.0,1.6,268836,1,1, Tanglin,10,39.0,126.0,1959.0,2248.0,523.0,0.5277714936322329
The Lilium,0,5104.0,7147.0,1.4,538500,1,1, Serangoon,19,22.0,8.0,2174.0,2406.0,1799.0,0.3497967538148526
THE LINC,0,2105.0,5895.0,2.8,308346,0,1, Novena,11,37.0,51.0,2030.0,2030.0,746.0,0.557675384381356
THE LINCOLN MODERN,0,2498.0,6993.0,2.8,308353,0,1, Novena,11,40.0,56.0,1685.0,1833.0,676.0,0.575455706470915
THE LINCOLN RESIDENCES,0,4799.0,13436.0,2.8,307762,1,1, Novena,11,32.0,99.0,1983.0,2115.0,927.0,0.5851885751087097
THE LINEAR,0,8693.0,21734.0,2.5,678181,0,0, Bukit Panjang,23,37.0,221.0,1171.0,1255.0,379.0,0.2803032296934952
THE LINQ @ BEAUTY WORLD,0,2868.0,8605.0,3.0,588173,0,1, Bukit Timah,21,39.48150357995227,12.0,2378.0,2439.0,1998.0,0.07604578821632284
THE LOFT,0,7528.0,10541.0,1.4,258468,1,0, Tanglin,10,41.0,77.0,2089.0,2300.0,700.0,1.178680733874215
THE LUCENT,0,3024.0,4234.0,1.4,425251,0,1, Bedok,15,32.0,42.0,1537.0,1537.0,618.0,1.180759139107981
THE LUMOS,0,3185.0,8919.0,2.8,239220,0,1, River Valley,9,32.0,53.0,2315.0,3984.0,1750.0,0.5468613909464184
THE LUSH,0,2458.0,3441.0,1.4,429190,1,1, Bedok,15,29.0,37.0,1566.0,1742.0,1075.0,1.199100050517525
THE LUXURIE,0,17700.0,53100.0,3.0,544749,1,0, Sengkang,19,28.0,622.0,1335.0,1659.0,611.0,0.3661622175221031
The M,0,7463.0,31343.0,2.2073144876325084,188940,0,0, Downtown Core,7,39.48150357995227,522.0,2853.0,3277.0,2127.0,0.3350372548857087
THE MADEIRA,0,18915.0,56753.0,3.0,659442,1,0, Bukit Batok,23,40.0,456.0,997.0,1089.0,277.0,0.2847318770979558
THE MAKENA,0,34012.0,95251.0,2.8,437932,1,1, Marine Parade,15,45.0,54.0,1859.0,1954.0,522.0,1.351404123607003
THE MARBELLA,0,16862.0,35411.0,2.1,276952,1,1, Bukit Timah,10,38.0,239.0,2091.0,2139.0,492.0,0.3690530168436938
THE MARQ ON PATERSON HILL,0,11438.0,24017.0,2.1,238567,1,1, River Valley,9,32.0,66.0,4456.0,6840.0,3156.0,0.5658107500535546
THE MAYFAIR,0,18900.0,52919.0,2.8,609477,1,0, Jurong East,22,43.0,452.0,1028.0,1212.0,327.0,0.3127102519699377
THE MAYLEA,0,5782.0,8122.0,1.4,117489,1,1, Queenstown,5,35.0,88.0,1483.0,1751.0,535.0,0.4404817568301841
THE MEDLEY,0,2590.0,3626.0,1.4,426248,0,1, Bedok,15,34.0,37.0,1382.0,1382.0,651.0,0.4751652923827763
THE MERASAGA,0,12344.0,19748.0,1.6,278102,1,0, Bukit Timah,10,48.0,116.0,1819.0,1929.0,517.0,0.1989869896819395
THE MERCURY,0,2194.0,4608.0,2.1,248201,0,1, Tanglin,10,31.0,67.0,1948.0,2110.0,779.0,1.034578449352813
THE MERLOT,0,1153.0,3228.0,2.8,219261,0,1, Novena,8,34.0,42.0,1340.0,1548.0,668.0,0.7438641300370414
THE METROPOLITAN CONDOMINIUM,0,9747.0,47762.0,4.9,158746,1,0, Bukit Merah,3,34.0,382.0,1658.0,1821.0,623.0,0.1716194234367348
THE METZ,0,5242.0,14683.0,2.8,239864,1,1, River Valley,9,36.0,169.0,2795.0,2890.0,1000.0,0.254437963455056
THE MEYERISE,0,10613.0,29818.0,2.81,437918,1,1, Marine Parade,15,29.0,239.0,2265.0,2719.0,1401.0,1.349741515231809
THE MEZZO,0,3354.0,10063.0,3.0,329682,0,1, Novena,12,31.0,127.0,1565.0,1644.0,692.0,0.9280124276808019
THE MILTONIA RESIDENCES,0,27000.0,37800.0,1.4,768104,1,0, Yishun,27,29.0,41.0,1088.0,1345.0,736.0,1.631846708045138
THE MINT RESIDENCES,0,1625.0,2276.0,1.4,427324,0,1, Geylang,15,34.0,24.0,1367.0,1376.0,479.0,0.5668863880713761
THE MINTON,0,27821.0,70947.0,2.55,534070,1,0, Hougang,19,30.0,1145.0,1311.0,1480.0,484.0,0.8763795434914571
THE MKZ,0,1200.0,2519.0,2.1,228714,0,1, Newton,9,29.0,42.0,1834.0,2089.0,1411.0,0.3415274491038117
THE MONTAGE,0,2108.0,2951.0,1.4,425342,0,1, Bedok,15,34.0,33.0,1490.0,1490.0,514.0,1.158149710564239
THE MONTANA,0,3513.0,9850.0,2.8,249188,0,1, Tanglin,10,41.0,18.0,1863.0,2251.0,709.0,0.9595779762489679
THE MORNING GLORY,0,1327.0,1858.0,1.4,545782,0,1, Hougang,19,40.0,18.0,1321.0,1321.0,413.0,0.8580200250758324
THE MORNINGSIDE,0,5934.0,16553.0,2.79,239639,0,1, River Valley,9,51.0,79.0,2020.0,2074.0,546.0,0.6498458906519858
THE MORNINGTON,0,1315.0,3683.0,2.8,328005,0,1, Kallang,12,39.0,28.0,1061.0,1135.0,413.0,0.7974215129187275
THE NASSIM,0,10977.0,15368.0,1.4,258485,1,1, Tanglin,10,28.0,55.0,4664.0,4915.0,2248.0,1.047695476554279
THE NAUTICAL,0,27666.0,38732.0,1.4,769471,1,0, Sembawang,27,28.0,435.0,1147.0,1439.0,746.0,0.4986919110016924
THE NCLAVE,0,2039.0,2854.0,1.4,425231,0,1, Bedok,15,36.0,3.0,1509.0,1533.0,396.0,1.172625388648734
THE NEXUS,0,11166.0,23448.0,2.1,589650,1,1, Bukit Timah,21,37.0,242.0,1981.0,2090.0,708.0,0.3392541621366962
THE ODEON KATONG,0,2939.0,8818.0,3.0,428722,0,1, Marine Parade,15,60.0,3.0,1529.0,1529.0,421.0,1.52921630774926
THE OLD HOUSE,0,382.0,1145.0,3.0,534749,0,1, Hougang,19,40.0,6.0,984.0,984.0,415.0,0.3837284320940463
THE OLIV,0,3359.0,5052.0,1.5,259798,0,1, Tanglin,10,30.0,23.0,2098.0,2579.0,2098.0,0.7652029917103531
THE ORCHARD RESIDENCES,0,18650.0,125325.0,6.72,237973,0,0, Orchard,9,33.0,175.0,3232.0,5000.0,2101.0,0.06145442100543336
THE ORIENT,0,2563.0,3588.0,1.4,118610,1,1, Queenstown,5,26.0,52.0,1803.0,2052.0,1613.0,0.2620707908876299
THE OXLEY,0,1883.0,7910.0,4.2,238697,0,1, Museum,9,47.0,39.0,1983.0,2359.0,820.0,0.3687591101114628
THE PALETTE,0,42857.0,90000.0,2.1,518170,1,0, Pasir Ris,18,28.0,892.0,1241.0,1426.0,678.0,0.6989360426615169
THE PALLADIUM,0,2201.0,4619.0,2.1,429984,0,1, Marine Parade,15,41.0,43.0,1632.0,1632.0,504.0,1.782083947996612
THE PANORAMA,0,18483.0,64690.0,3.5,567695,1,0, Ang Mo Kio,20,26.0,698.0,1786.0,2036.0,1127.0,0.4991576217559138
THE PARC CONDOMINIUM,0,34871.0,73230.0,2.1,127140,1,1, Clementi,5,33.0,659.0,1564.0,1689.0,638.0,0.722034177512631
THE PARK VALE,0,3940.0,5516.0,1.4,288564,1,0, Bukit Timah,11,46.0,4.0,1581.0,1581.0,507.0,0.6615546778013309
THE PATERSON,0,5322.0,11176.0,2.1,238539,1,1, River Valley,9,39.0,88.0,2449.0,2513.0,1044.0,0.4317991842411105
THE PATERSON EDGE,0,2053.0,5749.0,2.8,238518,0,1, River Valley,9,44.0,61.0,2395.0,2615.0,1043.0,0.324304788973549
THE PEAK,0,9604.0,13445.0,1.4,118454,1,1, Queenstown,5,55.0,2.0,1285.0,1636.0,440.0,0.4709911202460157
THE PETALS,0,19323.0,37061.0,1.92,669587,1,1, Bukit Batok,23,41.0,27.0,1295.0,1471.0,268.0,0.9549922976999509
THE PIER AT ROBERTSON,0,6435.0,18017.0,2.8,239013,0,1, Singapore River,9,37.0,21.0,2161.0,2452.0,654.0,0.4478611798871496
THE PLAZA,0,18217.0,21270.96451425247,2.2073144876325084,199590,0,0, Downtown Core,7,64.0,234.0,1426.0,1541.0,330.0,0.3327574019496475
THE POIZ RESIDENCES,0,19904.0,69662.0,3.5,358453,0,0, Toa Payoh,13,25.0,731.0,1801.0,1989.0,965.0,0.09097378069192452
THE PRINCETON,0,1994.0,4187.0,2.1,259313,0,1, Tanglin,10,44.0,37.0,1821.0,1821.0,649.0,0.7582557651131419
THE PROMINENCE,0,1279.0,1790.0,1.4,438749,0,1, Geylang,15,38.0,16.0,1221.0,1221.0,416.0,0.9802162572422534
THE PROMONT,0,1039.0,2909.0,2.8,229790,0,1, Newton,9,34.0,15.0,2161.0,2161.0,1540.0,0.5130214018221421
